problems,category,model,failure-mode,prompt,prompt-type,programming-lang
Palindrome_Reorder.txt,introductory_problems,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Permutations.txt,introductory_problems,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Repetitions.txt,introductory_problems,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tower_of_Hanoi.txt,introductory_problems,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Trailing_Zeros.txt,introductory_problems,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Two_Knights.txt,introductory_problems,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Two_Sets.txt,introductory_problems,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Weird_Algorithm.txt,introductory_problems,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Binomial_Coefficients.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Bracket_Sequences_I.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Bracket_Sequences_II.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Christmas_Party.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Common_Divisors.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Coprime_Pairs.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Divisors.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Grids.txt,mathematics,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Necklaces.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Creating_Strings_II.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Dice_Probability.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distributing_Apples.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Divisor_Analysis.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Exponentiation.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Exponentiation_II.txt,mathematics,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Fibonacci_Numbers.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Graph_Paths_I.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Graph_Paths_II.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Josephus_Queries.txt,mathematics,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Prime_Multiples.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sum_of_Divisors.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Throwing_Dice.txt,mathematics,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distinct_Values_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Dynamic_Range_Minimum_Queries.txt,range_queries,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Dynamic_Range_Sum_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Forest_Queries.txt,range_queries,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Forest_Queries_II.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Hotel_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Increasing_Array_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
List_Removals.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Pizzeria_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Polynomial_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Prefix_Sum_Queries.txt,range_queries,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Range_Queries_and_Copies.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Range_Updates_and_Sums.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Range_Update_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Range_Xor_Queries.txt,range_queries,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Salary_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Static_Range_Minimum_Queries.txt,range_queries,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Static_Range_Sum_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subarray_Sum_Queries.txt,range_queries,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Apartments.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Array_Division.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Collecting_Numbers.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Collecting_Numbers_II.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Concert_Tickets.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distinct_Numbers.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Factory_Machines.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Ferris_Wheel.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Josephus_Problem_I.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Josephus_Problem_II.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Maximum_Subarray_Sum.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Maximum_Subarray_Sum_II.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Missing_Coin_Sum.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Movie_Festival.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Movie_Festival_II.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Nearest_Smaller_Values.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Nested_Ranges_Check.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Nested_Ranges_Count.txt,sorting_and_searching,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Playlist.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Reading_Books.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Restaurant_Customers.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Room_Allocation.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sliding_Cost.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sliding_Median.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Stick_Lengths.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subarray_Distinct_Values.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subarray_Divisibility.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subarray_Sums_I.txt,sorting_and_searching,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subarray_Sums_II.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sum_of_Four_Values.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sum_of_Three_Values.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Sum_of_Two_Values.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tasks_and_Deadlines.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Towers.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Traffic_Lights.txt,sorting_and_searching,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Patterns.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distinct_Substrings.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Finding_Borders.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Finding_Patterns.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Finding_Periods.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Longest_Palindrome.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Minimal_Rotation.txt,string_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Palindrome_Queries.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Pattern_Positions.txt,string_algorithms,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Repeating_Substring.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Required_Substring.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
String_Functions.txt,string_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
String_Matching.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
